date,source_file,food,amount,amount (g),calories,carbs (grams),fat (grams),protein (grams),cholesterol (mg),sodium (mg),sugar (grams),fiber (grams)
"Feb 13, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 13, 2025",02010228,Blueberries,230 gram,230.0,131,33,1,2,0,2,23,6
"Feb 14, 2025",02010228,Cheddar cheese,1 ounce,28.35,116,1,10,7,28,185,0,0
"Feb 14, 2025",02010228,Egg,2 egg,,143,1,10,12,411,129,0,0
"Feb 14, 2025",02010228,Strawberry - Strawberry,5 med,,20,5,0,1,0,0,3,1
"Feb 14, 2025",02010228,"Nuts.com - Turkey Jerky, Cracked Pepper",0.5 oz,14.175,40,5,1,4,8,190,4,0
"Feb 14, 2025",02010228,Parm crisp - Parm crisps,12 crisps,,100,0,7,9,20,230,0,0
"Feb 14, 2025",02010228,The GFB - Bites,26.4 gram,26.4,110,13,4,6,0,39,7,1
"Feb 14, 2025",02010228,Yes - Yes Bar,0.5 bar,,110,7,9,3,0,60,3,2
"Feb 14, 2025",02010228,Almonds,17.3 gram,17.3,100,4,9,4,0,0,1,2
"Feb 14, 2025",02010228,Plantain chips,17 g,17.0,90,11,5,0,0,34,0,1
"Feb 14, 2025",02010228,queso cotija - cotija cheese,1 tablespoon,15.0,20,1,1,1,0,135,0,0
"Feb 14, 2025",02010228,Green cabbage,50 g,50.0,13,3,0,1,0,9,2,1
"Feb 14, 2025",02010228,"Black beans, canned",100 gram,100.0,91,17,0,6,0,384,0,7
"Feb 14, 2025",02010228,"White rice, cooked",155 g,155.0,200,43,0,4,0,380,0,1
"Feb 14, 2025",02010228,"Chicken thigh, cooked, skinless",80 g,80.0,154,0,9,19,102,268,0,0
"Feb 14, 2025",02010228,"White rice, cooked",153 g,153.0,197,43,0,4,0,375,0,1
"Feb 14, 2025",02010228,Blueberries,230 gram,230.0,131,33,1,2,0,2,23,6
"Feb 14, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 14, 2025",02010228,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"Feb 15, 2025",02010228,Homemade - Pork Dumpling,10 dumpling,,390,50,10,60,170,1230,0,0
"Feb 15, 2025",02010228,Mixed Fruit,1 cup,240.0,83,20,0,1,0,8,15,3
"Feb 15, 2025",02010228,Potato,300 gram,300.0,231,52,0,6,0,18,2,6
"Feb 15, 2025",02010228,"Chicken breast, grilled, skinless",200 g,200.0,352,0,11,59,192,706,0,0
"Feb 15, 2025",02010228,"Chicken breast, grilled, skinless",300 g,300.0,528,0,16,89,288,1059,0,0
"Feb 15, 2025",02010228,Potato,300 gram,300.0,231,52,0,6,0,18,2,6
"Feb 15, 2025",02010228,Parade - Lowfat Milk,1 cup,240.0,110,13,3,8,10,130,12,0
"Feb 15, 2025",02010228,"Butter, salted",1 teaspoon,5.0,32,0,4,0,10,29,0,0
"Feb 15, 2025",02010228,Cheddar cheese,3 tablespoon,45.0,37,0,3,2,9,59,0,0
"Feb 15, 2025",02010228,Toast - Toast,1 pc,,100,20,1,4,0,135,3,1
"Feb 15, 2025",02010228,Egg,4 egg,,286,2,20,25,822,258,0,0
"Feb 16, 2025",02010228,Zatarain's - Rice Pilaf,1 cup,240.0,250,54,1,6,0,1140,1,2
"Feb 16, 2025",02010228,"Roast beef, cooked",100 g,100.0,183,0,8,27,83,80,0,0
"Feb 16, 2025",02010228,"Chicken tenders, breaded, raw",8 piece,,358,20,21,20,56,729,1,1
"Feb 16, 2025",02010228,"Chicken tenders, breaded, raw",3 piece,,134,8,8,8,21,273,0,1
"Feb 16, 2025",02010228,"Roast beef, cooked",70 g,70.0,128,0,6,19,58,56,0,0
"Feb 16, 2025",02010228,Zatarain's - Rice Pilaf,0.5 cup,120.0,125,27,1,3,0,570,1,1
"Feb 16, 2025",02010228,Caesar salad - Salad,0.5 plate,,100,5,7,3,30,190,1,1
"Feb 16, 2025",02010228,Caesar salad - Salad,1 plate,,200,10,14,5,60,380,2,2
"Feb 16, 2025",02010228,Round steak - Steak,100 gram,100.0,168,0,9,21,57,53,0,0
"Feb 16, 2025",02010228,Hard salami - Salami and cheese,2 pieces,,147,1,12,8,15,177,0,0
"Feb 16, 2025",02010228,Cookie - Chocolate Chip Cookie - Medium,31 g,31.0,130,19,7,1,5,100,11,0
"Feb 16, 2025",02010228,Almonds,1 ounce,28.35,164,6,14,6,0,0,1,4
"Feb 16, 2025",02010228,Potato,200 gram,200.0,154,35,0,4,0,12,2,4
"Feb 16, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 17, 2025",02010228,"White rice, cooked",235 g,235.0,303,66,1,6,0,576,0,1
"Feb 17, 2025",02010228,Yes - Yes Bar,0.5 bar,,110,7,9,3,0,60,3,2
"Feb 17, 2025",02010228,The GFB - Bites,26.4 gram,26.4,110,13,4,6,0,39,7,1
"Feb 17, 2025",02010228,Parm crisp - Parm crisps,12 crisps,,100,0,7,9,20,230,0,0
"Feb 17, 2025",02010228,"Nuts.com - Turkey Jerky, Cracked Pepper",0.5 oz,14.175,40,5,1,4,8,190,4,0
"Feb 17, 2025",02010228,Chicken Teriyaki - Chicken Breast Teriyaki,0.5 cup,120.0,297,8,6,53,145,322,7,0
"Feb 17, 2025",02010228,"White rice, cooked",100 g,100.0,129,28,0,3,0,245,0,0
"Feb 17, 2025",02010228,Entree - Pork Dumplings,2 Pieces,,86,10,4,4,6,120,2,0
"Feb 17, 2025",02010228,Potato,200 gram,200.0,154,35,0,4,0,12,2,4
"Feb 17, 2025",02010228,"Chicken breast, grilled, skinless",70 g,70.0,123,0,4,21,67,247,0,0
"Feb 17, 2025",02010228,Entree - Pork Dumplings,8 Pieces,,344,40,16,16,24,480,8,0
"Feb 18, 2025",02010228,Generic - Baby carrots,30 g,30.0,12,3,0,0,0,21,1,1
"Feb 18, 2025",02010228,Potato,140 gram,140.0,108,24,0,3,0,8,1,3
"Feb 18, 2025",02010228,"Lentils, cooked",226 g,226.0,260,45,1,20,0,527,4,18
"Feb 18, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,187 g,187.0,132,30,0,3,0,30,2,5
"Feb 18, 2025",02010228,Broccoli,239 gram,239.0,81,16,1,7,0,79,4,6
"Feb 18, 2025",02010228,"White rice, cooked",156 g,156.0,201,44,0,4,0,382,0,1
"Feb 18, 2025",02010228,"Lentils, cooked",130 g,130.0,150,26,0,12,0,303,2,10
"Feb 18, 2025",02010228,"Chicken breast, grilled, skinless",137 g,137.0,241,0,7,41,132,484,0,0
"Feb 18, 2025",02010228,Blueberries,204 gram,204.0,116,30,1,2,0,2,20,5
"Feb 18, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 18, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 19, 2025",02010228,"White rice, cooked",155 g,155.0,200,43,0,4,0,380,0,1
"Feb 19, 2025",02010228,"Chicken breast, grilled, skinless",105 g,105.0,185,0,6,31,101,371,0,0
"Feb 19, 2025",02010228,"Rosarita - Refried Beans , no fat",0.5 cup,120.0,80,16,0,5,0,620,0,5
"Feb 19, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,210 g,210.0,149,33,0,4,0,33,2,6
"Feb 19, 2025",02010228,"Chicken breast, grilled, skinless",85 g,85.0,150,0,5,25,82,300,0,0
"Feb 19, 2025",02010228,Broccoli,349 gram,349.0,119,23,1,10,0,115,6,9
"Feb 19, 2025",02010228,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Feb 19, 2025",02010228,"Lentils, cooked",96 g,96.0,110,19,0,9,0,224,2,8
"Feb 19, 2025",02010228,"White rice, cooked",216 g,216.0,279,60,1,6,0,529,0,1
"Feb 19, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 19, 2025",02010228,Blueberries,135 gram,135.0,77,20,0,1,0,1,13,3
"Feb 19, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 19, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 20, 2025",02010228,365 Brand - Canned Peaches,1.07 Cup,256.8,128,30,0,2,0,21,24,2
"Feb 20, 2025",02010228,365 Brand - Canned Peaches,0.52 Cup,124.80000000000001,62,15,0,1,0,10,11,1
"Feb 20, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,184 g,184.0,130,29,0,3,0,29,2,5
"Feb 20, 2025",02010228,Broccoli,329 gram,329.0,112,22,1,9,0,109,6,9
"Feb 20, 2025",02010228,"Chicken breast, grilled, skinless",200 g,200.0,352,0,11,59,192,706,0,0
"Feb 20, 2025",02010228,"Chicken breast, grilled, skinless",51 g,51.0,90,0,3,15,49,180,0,0
"Feb 20, 2025",02010228,Broccoli,249 gram,249.0,85,17,1,7,0,82,4,6
"Feb 20, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,171 g,171.0,121,27,0,3,0,27,2,5
"Feb 20, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 20, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 20, 2025",02010228,"White rice, cooked",76 g,76.0,98,21,0,2,0,186,0,0
"Feb 20, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 20, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 20, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 20, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 21, 2025",02010228,"White rice, cooked",129 g,129.0,166,36,0,3,0,316,0,1
"Feb 21, 2025",02010228,Fage - 2% Yogurt,88 g,88.0,62,3,2,9,10,28,3,0
"Feb 21, 2025",02010228,"Chicken breast, grilled, skinless",152 g,152.0,268,0,8,45,146,537,0,0
"Feb 21, 2025",02010228,"Russet potato, baked",221 g,221.0,210,47,0,6,0,31,2,5
"Feb 21, 2025",02010228,"Russet potato, baked",181 g,181.0,172,39,0,5,0,25,2,4
"Feb 21, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,153 g,153.0,108,24,0,3,0,24,1,4
"Feb 21, 2025",02010228,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Feb 21, 2025",02010228,"Chicken breast, grilled, skinless",122 g,122.0,215,0,7,36,117,431,0,0
"Feb 21, 2025",02010228,"White rice, cooked",155 g,155.0,200,43,0,4,0,380,0,1
"Feb 21, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 21, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 21, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 21, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 22, 2025",02010228,"Chicken breast, grilled, skinless",163 g,163.0,287,0,9,48,156,575,0,0
"Feb 22, 2025",02010228,"Russet potato, baked",358 g,358.0,340,77,0,9,0,50,4,8
"Feb 22, 2025",02010228,Broccoli,246 gram,246.0,84,16,1,7,0,81,4,6
"Feb 22, 2025",02010228,Broccoli,268 gram,268.0,91,18,1,8,0,88,5,7
"Feb 22, 2025",02010228,"Chicken breast, grilled, skinless",101 g,101.0,178,0,6,30,97,357,0,0
"Feb 22, 2025",02010228,Ribeye - Ribeye,148 gram,148.0,429,0,34,31,0,81,0,0
"Feb 22, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 22, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 22, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 22, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 22, 2025",02010228,"Chicken breast, grilled, skinless",107 g,107.0,188,0,6,32,103,378,0,0
"Feb 22, 2025",02010228,"White rice, cooked",154 g,154.0,199,43,0,4,0,377,0,1
"Feb 23, 2025",02010228,"White rice, cooked",176 g,176.0,227,49,0,5,0,431,0,1
"Feb 23, 2025",02010228,Open Acres - Extra Jumbo Raw Shrimp,389 g,389.0,274,10,0,55,549,2195,0,0
"Feb 23, 2025",02010228,"Russet potato, baked",129 g,129.0,123,28,0,3,0,18,1,3
"Feb 23, 2025",02010228,Ribeye - Ribeye,154 gram,154.0,447,0,35,32,0,85,0,0
"Feb 23, 2025",02010228,"Chicken breast, grilled, skinless",99 g,99.0,174,0,5,29,95,349,0,0
"Feb 23, 2025",02010228,"White rice, cooked",158 g,158.0,204,44,0,4,0,387,0,1
"Feb 23, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 23, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 23, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 23, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 24, 2025",02010228,Fage - 2% Yogurt,110 g,110.0,78,3,2,11,13,36,3,0
"Feb 24, 2025",02010228,"Rosarita - Refried Beans , no fat",0.5 cup,120.0,80,16,0,5,0,620,0,5
"Feb 24, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,243 g,243.0,172,39,0,4,0,39,2,6
"Feb 24, 2025",02010228,"White rice, cooked",148 g,148.0,191,41,0,4,0,363,0,1
"Feb 24, 2025",02010228,Open Acres - Extra Jumbo Raw Shrimp,233 g,233.0,164,6,0,33,329,1315,0,0
"Feb 24, 2025",02010228,Generic - Baby carrots,218 g,218.0,89,21,1,2,0,150,10,6
"Feb 24, 2025",02010228,"Russet potato, baked",132 g,132.0,125,28,0,3,0,18,1,3
"Feb 24, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 24, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 24, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 24, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 25, 2025",02010228,"Rosarita - Refried Beans , no fat",1.75 cup,420.0,280,56,0,18,0,2170,0,18
"Feb 25, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 25, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,104 g,104.0,74,17,0,2,0,17,1,3
"Feb 25, 2025",02010228,"Chicken breast, grilled, skinless",111 g,111.0,195,0,6,33,107,392,0,0
"Feb 25, 2025",02010228,"White rice, cooked",146 g,146.0,188,41,0,4,0,358,0,1
"Feb 25, 2025",02010228,Asparagus,180 gram,180.0,36,7,0,4,0,4,3,4
"Feb 25, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,180 g,180.0,127,29,0,3,0,29,2,5
"Feb 25, 2025",02010228,Asparagus,175 gram,175.0,35,7,0,4,0,4,3,4
"Feb 25, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 25, 2025",02010228,Banana,1 medium,,114,27,0,1,0,0,19,2
"Feb 25, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 25, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 26, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,316 g,316.0,224,50,0,6,0,50,3,8
"Feb 26, 2025",02010228,"Chicken breast, grilled, skinless",170 g,170.0,299,0,9,50,163,600,0,0
"Feb 26, 2025",02010228,"Lentils, cooked",242 g,242.0,278,48,1,22,0,564,4,19
"Feb 26, 2025",02010228,"Rosarita - Refried Beans , no fat",0.65 cup,156.0,104,21,0,7,0,806,0,7
"Feb 26, 2025",02010228,Celery,81 g,81.0,11,2,0,1,0,65,1,1
"Feb 26, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 26, 2025",02010228,"Rosarita - Refried Beans , no fat",0.53 cup,127.2,84,17,0,5,0,651,0,5
"Feb 26, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,229 g,229.0,162,36,0,4,0,36,2,6
"Feb 26, 2025",02010228,Red onion,100 gram,100.0,40,9,0,1,0,4,4,2
"Feb 26, 2025",02010228,"Chicken breast, grilled, skinless",153 g,153.0,269,0,8,45,147,540,0,0
"Feb 26, 2025",02010228,"White rice, cooked",153 g,153.0,197,43,0,4,0,375,0,1
"Feb 26, 2025",02010228,Olive oil,0.33 tbsp,4.95,39,0,4,0,0,0,0,0
"Feb 26, 2025",02010228,Blueberries,139 gram,139.0,79,20,0,1,0,1,14,3
"Feb 26, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 26, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 27, 2025",02010228,"Lentils, cooked",123 g,123.0,141,25,0,11,0,287,2,10
"Feb 27, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 27, 2025",02010228,"Rosarita - Refried Beans , no fat",1 cup,240.0,161,32,0,10,0,1245,0,10
"Feb 27, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 27, 2025",02010228,"Lentils, cooked",208 g,208.0,239,42,1,19,0,485,4,16
"Feb 27, 2025",02010228,"Rosarita - Refried Beans , no fat",0.55 cup,132.0,87,17,0,5,0,676,0,5
"Feb 27, 2025",02010228,Melissa's - Baby Dutch Yellow Potatoes,321 g,321.0,227,51,0,6,0,51,3,9
"Feb 27, 2025",02010228,"Lentils, cooked",115 g,115.0,132,23,0,10,0,268,2,9
"Feb 27, 2025",02010228,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"Feb 27, 2025",02010228,"Lentils, cooked",110 g,110.0,127,22,0,10,0,256,2,9
"Feb 27, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 27, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 27, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Feb 28, 2025",02010228,Pico de gallo,1 cup,240.0,41,9,0,2,0,1063,5,3
"Feb 28, 2025",02010228,Raw - Jalapeño,14 g,14.0,28,1,1,0,0,1,0,0
"Feb 28, 2025",02010228,Sour cream,2 tbsp,30.0,59,1,6,1,18,9,1,0
"Feb 28, 2025",02010228,Cheddar cheese,1 ounce,28.35,116,1,10,7,28,185,0,0
"Feb 28, 2025",02010228,Refried Beans - Refried Beans,0.5 cup,120.0,100,18,1,6,0,540,1,5
"Feb 28, 2025",02010228,"Chicken breast, grilled, skinless",80 g,80.0,141,0,4,24,77,282,0,0
"Feb 28, 2025",02010228,Fiesta tortilla chips - Tortilla Chips,20 chips,,320,38,18,4,0,130,0,2
"Feb 28, 2025",02010228,Panda Express - Beijing Beef,5.6 oz,158.76,480,46,27,14,35,600,21,2
"Feb 28, 2025",02010228,Panda Express - Orange Chicken,11.4 oz,323.19000000000005,980,102,46,50,160,1640,38,4
"Feb 28, 2025",02010228,Panda Express - Fried Rice,9.3 oz,263.65500000000003,520,85,16,11,120,850,3,1
"Feb 28, 2025",02010228,panda - Chow Mein,1 serving,,490,65,22,13,0,1060,8,4
"Feb 28, 2025",02010228,"Rosarita - Refried Beans , no fat",0.5 cup,120.0,80,16,0,5,0,620,0,5
"Feb 28, 2025",02010228,"Chicken breast, grilled, skinless",102 g,102.0,180,0,6,30,98,360,0,0
"Feb 28, 2025",02010228,Cinnamon,6 teaspoon,30.0,39,13,0,1,0,2,0,8
"Feb 28, 2025",02010228,Fat Free Milk - Fat Free Milk,737 milliliter,737.0,280,40,0,25,16,405,37,0
"Feb 28, 2025",02010228,Red onion,119 gram,119.0,48,11,0,1,0,5,5,2
"Feb 28, 2025",02010228,"Chicken breast, grilled, skinless",106 g,106.0,187,0,6,31,102,374,0,0
"Feb 28, 2025",02010228,"Lentils, cooked",169 g,169.0,194,34,1,15,0,394,3,13
"Feb 28, 2025",02010228,Blueberries,100 gram,100.0,57,14,0,1,0,1,10,2
"Feb 28, 2025",02010228,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Feb 28, 2025",02010228,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Jan 8, 2025",01010131,Cheddar cheese,1 ounce,28.35,116,1,10,7,28,185,0,0
"Jan 8, 2025",01010131,Potato,90 gram,90.0,69,16,0,2,0,5,1,2
"Jan 8, 2025",01010131,"White rice, cooked",0.75 cup,180.0,153,33,0,3,0,290,0,0
"Jan 8, 2025",01010131,"White rice, cooked",0.25 cup,60.0,51,11,0,1,0,97,0,0
"Jan 8, 2025",01010131,"Lentils, cooked",0.5 cup,120.0,114,20,0,9,0,231,2,8
"Jan 8, 2025",01010131,"White rice, cooked",0.25 cup,60.0,51,11,0,1,0,97,0,0
"Jan 8, 2025",01010131,Apple,1 medium,,104,28,0,1,0,2,21,5
"Jan 8, 2025",01010131,"White rice, cooked",1 cup,240.0,204,44,0,4,0,387,0,1
"Jan 8, 2025",01010131,Blueberries,1 cup,240.0,42,11,0,1,0,1,7,2
"Jan 8, 2025",01010131,Blueberries,1 cup,240.0,42,11,0,1,0,1,7,2
"Jan 8, 2025",01010131,Banana,1 medium,,114,27,0,1,0,0,19,2
"Jan 8, 2025",01010131,Leanfit Protein powder - Protein Powder,2.5 scoop,,300,5,5,63,175,275,3,3
"Jan 8, 2025",01010131,Oats,0.75 cup,180.0,230,41,4,8,0,4,1,6
"Jan 8, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 8, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 8, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 8, 2025",01010131,"Lentils, cooked",0.5 cup,120.0,114,20,0,9,0,231,2,8
"Jan 9, 2025",01010131,"Lentils, cooked",0.67 cup,160.8,152,26,1,12,0,308,2,10
"Jan 9, 2025",01010131,"White rice, cooked",0.25 cup,60.0,51,11,0,1,0,97,0,0
"Jan 9, 2025",01010131,"White rice, cooked",1 cup,240.0,204,44,0,4,0,387,0,1
"Jan 9, 2025",01010131,Blueberries,1 cup,240.0,42,11,0,1,0,1,7,2
"Jan 9, 2025",01010131,Banana,1 medium,,114,27,0,1,0,0,19,2
"Jan 9, 2025",01010131,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Jan 9, 2025",01010131,Oats,1 cup,240.0,307,55,5,11,0,5,1,8
"Jan 9, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 9, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 9, 2025",01010131,Broccoli,100 g,100.0,39,6,0,3,0,36,1,2
"Jan 9, 2025",01010131,"White rice, cooked",1 cup,240.0,204,44,0,4,0,387,0,1
"Jan 9, 2025",01010131,Multigrain bread,1 small slice,,64,10,1,3,0,91,2,2
"Jan 9, 2025",01010131,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Jan 10, 2025",01010131,Banana,1 medium,,114,27,0,1,0,0,19,2
"Jan 10, 2025",01010131,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Jan 10, 2025",01010131,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Jan 10, 2025",01010131,Blueberries,0.5 cup,120.0,21,5,0,0,0,0,4,1
"Jan 10, 2025",01010131,Apple,1 medium,,104,28,0,1,0,2,21,5
"Jan 10, 2025",01010131,"White rice, cooked",1 cup,240.0,204,44,0,4,0,387,0,1
"Jan 10, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 10, 2025",01010131,Potato,156 gram,156.0,120,27,0,3,0,9,1,3
"Jan 10, 2025",01010131,"White rice, cooked",0.5 cup,120.0,102,22,0,2,0,194,0,0
"Jan 10, 2025",01010131,Broccoli,200 g,200.0,78,13,1,5,0,72,3,5
"Jan 10, 2025",01010131,"Chicken breast, grilled, skinless",180 gram,180.0,317,0,10,53,173,635,0,0
"Jan 10, 2025",01010131,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Jan 10, 2025",01010131,Banana,1 medium,,114,27,0,1,0,0,19,2
"Jan 10, 2025",01010131,Bread farmhouse - Bread,0.92 slice,,110,20,1,4,0,202,3,1
"Jan 11, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 11, 2025",01010131,"White rice, cooked",1 cup,240.0,204,44,0,4,0,387,0,1
"Jan 11, 2025",01010131,Cheddar cheese,1 ounce,28.35,116,1,10,7,28,185,0,0
"Jan 11, 2025",01010131,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Jan 11, 2025",01010131,Broccoli,100 g,100.0,39,6,0,3,0,36,1,2
"Jan 11, 2025",01010131,Egg,3 egg,,215,1,15,19,617,194,0,0
"Jan 11, 2025",01010131,"Black beans, canned",0.5 cup,120.0,109,20,0,7,0,461,0,8
"Jan 11, 2025",01010131,Crema - Crema,50 g,50.0,77,12,2,0,84,0,0,0
"Jan 11, 2025",01010131,"Salsa, red",10 tbsp,150.0,27,5,0,1,0,525,3,1
"Jan 11, 2025",01010131,Tater tots - Tater Tots,5 servings,,80,10,4,1,0,165,1,1
"Jan 11, 2025",01010131,Chorizo,50 g,50.0,171,1,14,10,54,492,0,0
"Jan 11, 2025",01010131,Flour tortilla,1 medium,,138,22,4,4,0,331,2,2
"Jan 11, 2025",01010131,Blueberries,1 cup,240.0,42,11,0,1,0,1,7,2
"Jan 11, 2025",01010131,Banana,1 medium,,114,27,0,1,0,0,19,2
"Jan 11, 2025",01010131,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Jan 11, 2025",01010131,Oats,1 cup,240.0,307,55,5,11,0,5,1,8
"Jan 11, 2025",01010131,"Greek yogurt, plain, nonfat, 0%",0.67 cup,160.8,96,6,1,17,8,59,5,0
"Jan 11, 2025",01010131,Potato,100 gram,100.0,77,17,0,2,0,6,1,2
"Jan 12, 2025",01010131,"White rice, cooked",1 cup,240.0,204,44,0,4,0,387,0,1
"Jan 12, 2025",01010131,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Jan 12, 2025",01010131,Banana,1 medium,,114,27,0,1,0,0,19,2
"Jan 12, 2025",01010131,Blueberries,1 cup,240.0,42,11,0,1,0,1,7,2
"Jan 12, 2025",01010131,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Jan 12, 2025",01010131,"Chicken breast, grilled, skinless",200 gram,200.0,352,0,11,59,192,706,0,0
"Jan 12, 2025",01010131,"White rice, cooked",101 g,101.0,130,28,0,3,0,247,0,0
"Jan 12, 2025",01010131,Broccoli,75 g,75.0,29,5,0,2,0,27,1,2
"Jan 12, 2025",01010131,Potato,160 gram,160.0,123,28,0,3,0,10,1,3
